business_name,category_desc,street,city,post_code,latitude,longitude,reviews_count,review_score,hygiene_score,place_id,BusinessName,PostCode,RatingValue,compare_name,compare_post
Rose Indian Takeaway,"Indian takeaway, Halal restaurant, Indian restaurant, Delivery Restaurant",196 Du Cane Rd,London,W12 0BJ,51.5156195,-0.2438934,76,4.1,,ChIJ5XAQM9YRdkgRt5T0rsyIKuk,Rose Indian Takeaway,W12 0BJ,3,,
Station Cafe & Restaurant,"Cafe, English restaurant, Indian restaurant, Sri Lankan restaurant",49 Station Rd,London,NW10 4UX,51.5333807,-0.2467098,70,4.3,,ChIJWa48fMgRdkgRo6FsVx24rBM,,,,,
Hawa Beirut,Lebanese restaurant,29-31 Minerva Rd,London,NW10 6HJ,51.5291393,-0.2633549,83,4.1,,ChIJ0_HT3KcRdkgRZj87Q5zrAx0,,,,,
Imperial College Wolfson Restaurant,Restaurant,"Wolfson Conference Centre, Du Cane Rd",London,W12 0NN,51.5177985,-0.2350418,34,3.5,,ChIJcYOjLCsQdkgRlJK9tlYR800,,,,,
L'Oriental Restaurant,"Lebanese restaurant, Mediterranean restaurant",94 Churchfield Rd,London,W3 6DH,51.5084816,-0.2686341,151,4.7,,ChIJCW9jbhsOdkgR6FrJblOXX_0,,,,,
Food Palace,"East African restaurant, Mediterranean restaurant",11 Horn Ln,London,W3 9NJ,51.508388,-0.2714961,165,4.3,,ChIJaTqkC1VodkgRh1ZncAdEWvc,,,,,
Tong Kanom Thai Restaurant,Thai restaurant,833 Harrow Rd,London,NW10 5NH,51.5325375,-0.2344698,210,4.5,,ChIJpZIg2zQQdkgRzPR_hQT0C5s,,,,,
Red Sea Restaurant,"Eritrean restaurant, Ethiopian restaurant",382 Uxbridge Rd,London,W12 7LL,51.5065882,-0.2351784,425,4.5,,ChIJ0cG3LC0OdkgR-YqKxOmyDUo,Red Sea Restaurant,W12 7LL,4,,
Anokha,"Indian restaurant, Restaurant",15 Churchfield Rd,London,W3 6BD,51.50873,-0.2640862,214,4.5,,ChIJYbZ6WhkOdkgRs8FC_p_JV50,Anokha,W3 6BD,3,,
Safari Restaurant,Restaurant,135 High St,London,NW10 4TR,51.5352714,-0.243389,211,4.2,,ChIJa1yG2skRdkgRiQJoB2-RAz0,,,,,
Sahara Lounge Park Royal,"Restaurant, Cafe, Mediterranean restaurant, Lounge",245 Acton Ln,London,NW10 7NR,51.5298324,-0.2675855,79,4.2,,ChIJIxMpfe4RdkgR2z3vXAHV7uM,,,,,
My Old China,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Chinese takeaway, Takeout Restaurant, Restaurant",270-272 High St,London,W3 9BH,51.5084721,-0.2757487,301,4.4,,ChIJE7nms8YPdkgRYZnvGRpnQFk,My Old China,W3 9BH,AwaitingInspection,,
My Old China,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Chinese takeaway, Takeout Restaurant, Restaurant",270-272 High St,London,W3 9BH,51.5084721,-0.2757487,301,4.4,,ChIJE7nms8YPdkgRYZnvGRpnQFk,My Old China,W3 9BH,5,,
Maroush Park Royal,Lebanese restaurant,5 McNicol Dr,London,NW10 7AJ,51.5341256,-0.2672221,714,4.2,,ChIJMdXIBV0RdkgRPu1YZSaUDFQ,,,,,
North China,"Chinese restaurant, Asian restaurant, Cantonese restaurant, Caterer, Chinese noodle restaurant, Chinese takeaway, Delivery Chinese restaurant, Fine dining restaurant, Delivery Restaurant",305 Uxbridge Rd,London,W3 9QU,51.5082675,-0.2774372,353,4.5,,ChIJS65F5TwPdkgRvKNJXWg7h9s,,,,,
Taj,Indian restaurant,122 Churchfield Rd,London,W3 6BY,51.5083741,-0.2699566,157,4.3,,ChIJUSJ8RhsOdkgR5bhcoDeYOGY,,,,,
The Station House,"Restaurant, Bar, Beer garden, Gastropub, Italian restaurant, Pizza restaurant, Pub","The Station Buildings, Churchfield Rd",London,W3 6BH,51.5087433,-0.2631044,990,4.4,,ChIJjQTxNxkOdkgRafGr7xJkLNE,The Station House,W3 6BH,5,,
RodFai,Thai restaurant,322 Uxbridge Rd,London,W3 9QP,51.5085356,-0.2776616,342,4.7,,ChIJWc9UW7YNdkgRyCtoQFd4mSI,,,,,
Mama Pollo,"Fried chicken takeaway, Chicken shop, Chicken wings restaurant, Delivery service, Takeout Restaurant",334 Norwood Rd,London,SE27 9AF,51.4350535,-0.1041574,17,3.4,,ChIJCRS1BNcFdkgRKPipGApM5aI,Mama Pollo,SE27 9AF,3,,
Hong Kong Takeaway,"Chinese takeaway, Chinese restaurant",4 Lansdowne Hill,London,SE27 0AR,51.4343026,-0.1045493,44,3.9,,ChIJ6VBaMQMEdkgRkCyaH63vfyc,Hong Kong Takeaway,SE27 0AR,3,,
Fire Dough,"Takeout Restaurant, Family restaurant, Gluten-free restaurant, Italian restaurant, Pizza delivery, Pizza restaurant, Pizza Takeout, Restaurant, Vegan restaurant, Vegetarian restaurant",173 Norwood High St,London,SE27 9TB,51.4279975,-0.1001553,53,4.9,,ChIJn_freakGdkgRPZeolcihCYw,Fire Dough,SE27 9TB,5,,
KFC Norwood,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",489-491 Norwood Rd,London,SE27 9HS,51.4357479,-0.1039752,403,2.9,,ChIJpxpIfc4FdkgRYMoDy1f0Uao,,,,,
Two Brothers Fish Bar & Kebab,"Takeout Restaurant, Restaurant",495 Lordship Ln,London,SE22 8JY,51.444142,-0.0682438,89,4.2,,ChIJ3dIkWMIDdkgRIQf6Wj9_UxE,,,,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",346 Norwood Rd,London,SE27 9AF,51.4347479,-0.104057,58,2.8,,ChIJez8fPwMEdkgRxa6vhXrlbIA,Subway,SE27 9AF,3,,
Mama Pollo,"Fried chicken takeaway, Chicken restaurant",334 Norwood Rd,London,SE27 9AF,51.4350535,-0.1041574,27,4.3,,ChIJY_0R0DMFdkgRErjZh9l1OBw,Mama Pollo,SE27 9AF,3,,
Korean Cafe,"Takeout Restaurant, Asian restaurant, Korean barbecue restaurant, Korean beef restaurant, Korean restaurant, Korean rib restaurant",100 Norwood High St,London,SE27 9NH,51.4285259,-0.100862,3,3.7,,ChIJydMEuncHdkgRDYLeI8O-r4k,,,,,
Pizza Hut Delivery,"Pizza restaurant, Pizza delivery, Pizza Takeout, Restaurant",24 Knights Hill,London,SE27 0HY,51.432525,-0.104103,151,2.7,,ChIJgRS8wwIEdkgRuweCPeQQTAo,Pizza Hut Delivery,SE27 0HY,4,,
The Horns Tavern,"Restaurant, Pub",40 Knights Hill,London,SE27 0HY,51.4320978,-0.1041104,172,4.4,,ChIJgRS8wwIEdkgRwr-166Tb108,,,,,
Sole Luna,"Italian restaurant, Ham shop",529 Norwood Rd,London,SE27 9DL,51.4346244,-0.103574,197,4.8,,ChIJSdnT8JQFdkgRoKdouTKisqk,,,,,
New China Takeaway,"Chinese takeaway, Chinese restaurant",104 Norwood High St,London,SE27 9NH,51.4284594,-0.1008073,82,3.9,,ChIJRcj0nqkGdkgR1rukSX_C4Bo,,,,,
Favorite Chicken & Ribs West Norwood NOW CLOSED,"Chicken shop, Chicken restaurant, Fast food restaurant, Fried chicken takeaway",239 Gipsy Rd,London,SE27 9QY,51.4276917,-0.0870512,57,3.1,,ChIJy_mjJ1QBdkgR1jiarOtCuLc,,,,,
La Cucina Di Daffy,Italian restaurant,"5, Crown Point Parade, Crown Dl",London,SE19 3NG,51.4224215,-0.1055654,240,4.8,,ChIJsRpIrY8HdkgRxMat3vvxZg0,,,,,
Knight's Fish Bar,Fish and chips takeaway,39 Knights Hill,London,SE27 0HS,51.4306154,-0.1042466,190,4.8,,ChIJ1aSaoAIEdkgRI_C6I09jqXA,,,,,
The Rosendale,Restaurant,65 Rosendale Rd,London,SE21 8EZ,51.4357693,-0.0940618,1251,4.4,,ChIJCSlfQQcEdkgRt0h398Pjtm0,The Rosendale,SE21 8EZ,5,,
Ace Plaice,"Fish & chips restaurant, Grill, Catering food and drink supplier, Chicken wings restaurant, Doner kebab restaurant, Fish and chips takeaway, Fish restaurant, Halal restaurant, Kebab shop, Takeout Restaurant",545 Norwood Rd,London,SE27 9DL,51.4340591,-0.1035794,352,4.2,,ChIJpZb0GQMEdkgRFWHFMMmZMyg,Ace Plaice,SE27 9DL,3,,
AK Chicken,"Fried chicken takeaway, Fast food restaurant",190 Norwood Rd,London,SE27 9AU,51.4396157,-0.1064663,90,4.1,,ChIJFSigxRoEdkgRXE1CcrE7Zf8,,,,,
Hibagon Sushi & Grill,"Restaurant, Sushi restaurant",124 Kirkdale,London,SE26 4BB,51.4314438,-0.0602365,203,4.3,,ChIJEZX-ctgDdkgRwy7akcxBCo0,Hibagon Sushi & Grill,SE26 4BB,2,,
Eastern Cuisine Indian Takeaway,"Indian takeaway, Delivery service, Halal restaurant, Indian restaurant, Delivery Restaurant, Seafood restaurant",138 Gipsy Hill,London,SE19 1PW,51.4250599,-0.0835478,177,4.3,,ChIJj1SByFABdkgRWTK1jeN3Xqg,,,,,
Cafe Lokum,"Cafe, Breakfast restaurant","Cafe Lokum, 52 Baring Rd",London,SE12 0PS,51.4436725,0.0148122,211,4.6,,ChIJtd_qTO6p2EcRu52ktbYlopM,Cafe Lokum,SE12 0PS,5,,
Beijing,Chinese takeaway,127 Chinbrook Rd,London,SE12 9QL,51.4317184,0.0309819,43,3.6,,ChIJMTCKxImp2EcRF89rJybDYWo,Beijing,SE12 9QL,3,,
Honey Pot African Restaurant and Bar,"Restaurant, African restaurant, Bar, Catering food and drink supplier, Continental restaurant, Delivery service, Event venue, Family restaurant",442 Bromley Rd,Bromley,BR1 4PP,51.4251518,-0.0048523,29,3.7,,ChIJr3v8vsgBdkgR4SDKUSk5KYs,,,,,
Golden Chicken,"Fried chicken takeaway, Grill, BBQ area, Chicken shop, Hamburger restaurant, Sandwich shop",58 Baring Rd,London,SE12 0PS,51.4434763,0.0148518,99,4.1,,ChIJMytxa7ep2EcRxkjpbboLQUI,Golden Chicken,SE12 0PS,4,,
Pizza Roma,"Pizza delivery, Chicken shop, Fast food restaurant, Fried chicken takeaway, Takeout Restaurant, Pizza Takeout",267 Brownhill Rd,London,SE6 1AE,51.4451891,-0.0044613,145,4,,ChIJ8_4hb70DdkgR2VdxmXsoDTE,Pizza Roma,SE6 1AE,4,,
Brother Garden,"Chinese takeaway, Chinese restaurant",73 Jevington Way,London,SE12 9NG,51.4394446,0.0267007,65,4.2,,ChIJ4WBNr42p2EcRWBaDidy9TW8,Brother Garden,SE12 9NG,4,,
Spice Garden,"Restaurant, Indian restaurant, Indian takeaway",103 Burnt Ash Ln,Bromley,BR1 5AB,51.4205649,0.0202127,95,4.2,,ChIJHycKOxiq2EcRp346TpnzpUI,Spice Garden,BR1 5AB,4,,
Favorite Chicken & Ribs Downham,"Fast food restaurant, Chicken restaurant, Takeout Restaurant",487 Bromley Rd,Bromley,BR1 4PQ,51.4238448,-0.0032295,69,4.1,,ChIJdecPTvwBdkgRD-e30pNqqCc,,,,,
Lilywhite Restaurant,West African restaurant,290A Sangley Rd,London,SE6 2JT,51.4423081,-0.0111491,31,4.5,,ChIJq7Sz5Q8CdkgRlqn8LxAeOoM,,,,,
Chicken Palace,"Fried chicken takeaway, Chicken restaurant, Fast food restaurant",136 Marvels Ln,London,SE12 9PG,51.4338437,0.0271768,76,4.2,,ChIJudsisoup2EcRpRDfmo3drC4,,,,,
Mittee Indian Restaurant,Indian restaurant,20-22 Bromley Hill,Bromley,BR1 4JX,51.4208508,-0.0014312,185,4.8,,ChIJXSc26SYBdkgR5aKD7FM0K0Q,Mittee Indian Restaurant,BR1 4JX,AwaitingInspection,,
Gusto d'Oro,"Italian restaurant, Family restaurant, Mediterranean restaurant, Seafood restaurant, Southern Italian restaurant","8, Eros House, Brownhill Rd",London,SE6 2EF,51.44585,-0.0189821,169,4.8,,ChIJjekTZmMDdkgRle-WFBL-LS4,,,,,
Lezz-et Mangal,"Turkish restaurant, Mediterranean restaurant",16 Bromley Hill,Bromley,BR1 4JX,51.420985,-0.001618,352,4.6,,ChIJtzqvN_0BdkgR-IPXC0wVLLY,,,,,
Rose,"Chinese takeaway, Chinese restaurant, Takeout Restaurant",59 Baring Rd,London,SE12 0JS,51.4431054,0.015296,39,3.6,,ChIJL4ArOO6p2EcRIDjsaw7yocA,,,,,
Sapore Vero Italian Restaurant and Pizzeria,"Italian restaurant, Brunch restaurant, Caterer, Delivery service, Delivery Restaurant, Pizza restaurant",19 Staplehurst Rd,London,SE13 5ND,51.4531827,-0.0005591,305,4.5,,ChIJm1FIRnUCdkgRbka0pW8wep0,,,,,
Food Dhaba,"Indian restaurant, Breakfast restaurant",7 Newmarket Grn,London,SE9 5ER,51.4456121,0.0403999,91,4.4,,ChIJUXU38pup2EcRTb5Bm8JCu0E,,,,,
Baring Fish & Chips,"Fish and chips takeaway, Fast food restaurant",57 Baring Rd,London,SE12 0JS,51.4431634,0.0152855,74,4.5,,ChIJ-61AT-6p2EcReChaJNYfrCY,,,,,
La Pizzoteca,"Italian restaurant, Pizza delivery, Pizza restaurant, Pizza Takeout",134 Hither Green Ln,London,SE13 6QA,51.4531755,-0.0079985,106,4.6,,ChIJId5otkYDdkgRXz4PIuNyfPk,,,,,
Jolpai Indian Cuisine,"Indian restaurant, Restaurant",1 West Park,London,SE9 4RQ,51.437586,0.043492,93,4,,ChIJMdPftYOp2EcRiY-2YDOVRcQ,Jolpai Indian Cuisine,SE9 4RQ,4,,
Flavours Eltham,"Indian takeaway, Indian restaurant, Delivery Restaurant, Vegan restaurant, Vegetarian restaurant","10 Newmarket Grn, Middle Park Ave",London,SE9 5ER,51.4457134,0.0406243,146,4.7,,ChIJieIA9Jup2EcRRAjx5bp3D2I,,,,,
BAMBOO LOUNGE,"Middle Eastern restaurant, Fast food restaurant, Hookah bar, Live music venue, Restaurant",823 Western Rd,London,NW10 7LT,51.5283981,-0.2712346,1393,4,,ChIJXdH10PERdkgRK-D2BrpYmqM,,,,,
Awafi Foods,"Caterer, Takeout Restaurant","Unit 23, Cumberland Business Park, Cumberland Ave",London,NW10 7RT,51.530211,-0.277499,253,4.6,,ChIJsxpXvPYRdkgRedohMZVatZU,,,,,
Domino's Pizza,"Takeout Restaurant, Delivery service, Pizza restaurant, Pizza Takeout",192 Victoria Rd,London,W3 6BW,51.5227304,-0.2604312,237,3.4,,ChIJwxUMoucRdkgR23i9ef6D8ik,Domino's Pizza,W3 6BW,5,,
Burger King,"Restaurant, Fast food restaurant","Royale Leisure Park, Kendal Ave, Kendall Avenue",London,W3 0PA,51.5263267,-0.2816402,1459,2.9,,ChIJQ3a4LfgRdkgRcOiWHkaKTeY,Burger King,W3 0PA,5,,
Mineiro Cafe 63,"Brazilian restaurant, Restaurant",63 Station Rd,London,NW10 4UX,51.532989,-0.2463986,525,4.4,,ChIJ3WXTh8gRdkgR4r8d0dlDT80,,,,,
Savannah Restaurant,"East African restaurant, African restaurant, Catering food and drink supplier, Event venue, Family restaurant, Halal restaurant, Takeout Restaurant, Vegetarian restaurant",105 Uxbridge Rd,London,W12 8NL,51.5061954,-0.2326606,752,4.2,,ChIJWbWL5dIPdkgRfc786rQLTyE,,,,,
Taiko Foods Ltd,Sushi restaurant,34-40 Brunel Rd,London,W3 7XR,51.5200867,-0.2552307,102,4,,ChIJYTaTbloRdkgR3m9ylz0JHKY,,,,,
Little Napoli Pizza Restaurant Shepherds Bush,"Neapolitan restaurant, Pizza restaurant, Restaurant",428 Uxbridge Rd,London,W12 0NR,51.5065641,-0.2381759,1087,4.5,,ChIJZ12GqS0OdkgRzHoBLxSSGHU,,,,,
Pizza Go Go Acton,"Pizza delivery, Delivery service, Takeout Restaurant, Pizza restaurant, Pizza Takeout",2A Western Ave,London,W3 7UD,51.5140723,-0.2494613,98,3.6,,ChIJd9QxmycOdkgRv-PXtXyDvAE,Pizza Go Go Acton,W3 7UD,5,,
no drama,"Lunch restaurant, Coffee shop, Taco restaurant",199 Old Oak Rd,London,W3 7HH,51.5134511,-0.2487686,215,4.9,,ChIJodVz0tIPdkgRXU7SrjIF-PI,,,,,
Dada's Diner,"American restaurant, Breakfast restaurant, Brunch restaurant, Burrito restaurant, Chicken restaurant, Dessert restaurant, Diner, Fast food restaurant, Hamburger restaurant",167 The Vale,London,W3 7RD,51.5064873,-0.2561266,467,4.5,,ChIJAbf7-yIOdkgRkC_aqHfjyrg,Dada's Diner,W3 7RD,4,,
Laven Restaurant,Restaurant,132 Churchfield Rd,London,W3 6BS,51.5082304,-0.2705215,3,5,,ChIJ8ehhyUUPdkgRxMQyKAfr6ZU,,,,,
Som Star Restaurant,"Restaurant, East African restaurant",146 High St,London,NW10 4SP,51.5352902,-0.2438886,89,4.6,,ChIJs0sz0skRdkgRVCP8nD5EtCA,,,,,
Banaadiri Restaurant,East African restaurant,342 Uxbridge Rd,London,W12 7LL,51.5065683,-0.2333211,46,4.4,,ChIJ60Xp5tIPdkgRYPNYcECwLu0,,,,,
Centro Galego de Londres,"Galician restaurant, Restaurant, Spanish restaurant",869 Harrow Rd,London,NW10 5NG,51.5320985,-0.2366686,852,4.5,,ChIJ0YFkPssRdkgRyyi_ddZBVRk,,,,,
Burger Boy Ldn,"Restaurant, American restaurant, Halal restaurant, Hamburger restaurant",367 Uxbridge Rd,London,W3 9RH,51.5084699,-0.2818184,266,4.3,,ChIJVVWlXgcOdkgRpRQDJl4j_jQ,,,,,
Duniya,"East African restaurant, Caterer",232 High St,London,NW10 4TD,51.5332836,-0.2408528,75,4.2,,ChIJm6my1MsRdkgRFNTkloVAKwc,Duniya,NW10 4TD,3,,
Kayra Restaurant,Turkish restaurant,"187-189, High St",London,W3 9DJ,51.507281,-0.2720639,519,4.1,,ChIJnfhusHUPdkgRCtTPOg_c7XE,,,,,
Egyptian House,Egyptian restaurant,95 Bloemfontein Rd,London,W12 7DA,51.5121755,-0.2347389,176,4.1,,ChIJaUEz0NQPdkgRRrkCiVMfzOE,,,,,
Ithaki Greek Kitchen,"Greek restaurant, Mediterranean restaurant, Vegetarian restaurant",5-6 Hanger Grn,London,W5 3EL,51.5268935,-0.285022,197,4.5,,ChIJXVUSX8QTdkgRKlFrdVtzbVU,Ithaki Greek Kitchen,W5 3EL,3,,
The Real Greek,"Greek restaurant, Mediterranean restaurant",96-98 Dulwich Village,London,SE21 7AQ,51.4488052,-0.0855962,673,4.2,,ChIJOUedr_MDdkgRZgu1_8JuH9I,,,,,
MM Fried Chicken Norwood,"Chicken shop, Fast food restaurant, Fried chicken takeaway",274a Norwood Rd,London,SE27 9AJ,51.436757,-0.105206,68,4.1,,ChIJ7XqerQQEdkgRgNmBM0eA_hA,,,,,
Queen Of The South Pub,"Restaurant, Bar, Caribbean restaurant, Function room facility, Live music bar, Live music venue, Pub",367 Norwood Rd,London,SE27 9BQ,51.4399135,-0.1060209,89,4.4,,ChIJhSzZjXMFdkgRMKp8PR3w_do,,,,,
Rocca Di Papa,"Italian restaurant, Pizza restaurant",75-79 Dulwich Village,London,SE21 7BJ,51.4492589,-0.0849698,1191,4.2,,ChIJLepKqvMDdkgRuGeIvv2ha04,,,,,
SUSHI HANDROLL,Sushi takeaway,60 Knights Hill,London,SE27 0JD,51.4311958,-0.1043525,43,4.3,,ChIJr2jSedQFdkgRAf2pC0n6_Dw,,,,,
Thai Crystal,"Thai restaurant, Asian restaurant, Bar, Takeout Restaurant, Southeast Asian restaurant",7 Westow Hill,London,SE19 1TQ,51.4198643,-0.0827685,555,4.1,,ChIJx95l5U8BdkgR2zzb-TGeRqg,Thai Crystal,SE19 1TQ,5,,
Belair House,"Restaurant, Bar, Event venue, Wedding venue",5 Gallery Rd,London,SE21 7AB,51.4432932,-0.0893762,332,4.2,,ChIJMV6rSPcDdkgRlFAm3ZQEiwg,,,,,
Favourable Chicken,Fried chicken takeaway,239 Gipsy Rd,London,SE27 9QY,51.4276962,-0.0870603,12,3.9,,ChIJ4736GksBdkgRfWXpuQtAUnI,,,,,
Lorenzo of Crystal Palace,Italian restaurant,73 Westow Hill,London,SE19 1TX,51.4198589,-0.0793031,712,4.5,,ChIJK_q5KEUBdkgRTFdOUE0kXQ4,,,,,
Pizza Express,"Pizza restaurant, Italian restaurant, Pizza Takeout, Restaurant",94 The Village,London,SE21 7AQ,51.4489192,-0.0855369,323,4,,ChIJzzA4r_MDdkgRTrZjWXGV-zc,,,,,
The Grind Bistro,"Cafe, Bistro, Breakfast restaurant, Brunch restaurant, Cake shop, Coffee shop, Lunch restaurant, Sandwich shop, Turkish restaurant, Vegetarian cafe and deli",96 Knights Hill,London,SE27 0JL,51.4299903,-0.1045836,98,5,,ChIJCe0ho8wHdkgRIiV49C2HrC8,,,,,
Tulse Hill Hotel,"Restaurant, Pub, Hotel",150 Norwood Rd,London,SE24 9AY,51.441211,-0.106612,1040,4.3,,ChIJiehuDxAEdkgR2U8igTm-MdU,,,,,
Pizza 2 Night,"Pizza delivery, Takeout Restaurant, Pizza restaurant, Pizza Takeout",260 Norwood Rd,London,SE27 9AJ,51.4372257,-0.1054929,101,3.1,,ChIJRzG5MBsEdkgR0ONQQ6IhKc4,Pizza 2 Night,SE27 9AJ,5,,
Tasty Chicken,"Fast food restaurant, Fried chicken takeaway",74-80 Wells Park Rd,London,SE26 6JJ,51.4308855,-0.0642216,24,3.9,,ChIJ45VlAGIBdkgROD3qUKLJ5d8,Tasty Chicken,SE26 6JJ,5,,
Tasty Chicken,"Fast food restaurant, Fried chicken takeaway",74-80 Wells Park Rd,London,SE26 6JJ,51.4308855,-0.0642216,24,3.9,,ChIJ45VlAGIBdkgROD3qUKLJ5d8,Tasty Chicken,SE26 6JJ,5,,
Little Ochi Seafood Restaurant,"Seafood restaurant, Restaurant",113 Dulwich Rd,London,SE24 0NG,51.4529556,-0.1038556,179,4.2,,ChIJXW7KwHIEdkgRsG9eE-7AqL4,,,,,
Bar 61 Restaurant,"Spanish restaurant, Bar, Mediterranean restaurant, Modern European restaurant, Restaurant, Tapas restaurant",61A Streatham Hill,London,SW2 4TX,51.4400122,-0.1254957,550,4.5,,ChIJu9eu4CQEdkgRvSpU3XMNwTA,,,,,
EE House,Chinese takeaway,497 Lordship Ln,London,SE22 8JY,51.444113,-0.068254,67,3.6,,ChIJ3dIkWMIDdkgRrexOJxppV-Y,,,,,
Saray Turkish & Mediterranean Restaurant,"Turkish restaurant, Kebab shop, Mediterranean restaurant, Restaurant",21-23 Norwood Rd,London,SE24 9AA,51.45202,-0.101154,296,4.5,,ChIJhYATNXMEdkgR8ovDWcRFJYQ,,,,,
Belle Ville Restaurant,"Restaurant, Mediterranean restaurant",32 Forest Hill Rd,London,SE22 0RR,51.4534197,-0.0620466,174,4.8,,ChIJXZZ5qO8DdkgRnUs8B-wvU0Y,,,,,
Megan's in the Hamlet Restaurant,"Mediterranean restaurant, Restaurant",25 Dulwich Village,London,SE21 7BN,51.4514357,-0.0859671,778,4.5,,ChIJ5w6pfcoDdkgRZNQ6qxKFUCE,,,,,
Lane Tian,"Chinese restaurant, Takeout Restaurant",1 Burnt Ash Hill,London,SE12 0AA,51.4494698,0.0129557,72,4.2,,ChIJMVirYeip2EcRa-0b3Db5TY4,,,,,
La Pizzeria Italiana,"Italian restaurant, Takeout Restaurant","Eros House, Brownhill Rd",London,SE6 2EF,51.4459039,-0.0186339,396,4.6,,ChIJOQjErxYCdkgRUpTJtj0-V98,,,,,
Nando's Catford,"Restaurant, Chicken restaurant, Delivery service, Delivery Restaurant, Portuguese restaurant, South African restaurant",74-76 Rushey Grn,London,SE6 4HW,51.447787,-0.018286,993,4.1,,ChIJryE8PRQCdkgR2t6BAD1MeWU,,,,,
Curry Cottage Catford,Indian takeaway,284 Sangley Rd,London,SE6 2JT,51.4423429,-0.0112946,55,3.5,,ChIJI1cJ5A8CdkgREMWK3ip9pkE,,,,,
Saka Maka Hither Green Indian Restaurant,"Indian restaurant, Takeout Restaurant, Restaurant",226 Hither Green Ln,London,SE13 6RT,51.4504663,-0.0059679,375,4.8,,ChIJW1yQMk0DdkgRvrppP5rkRZA,,,,,
Caspian Restaurant,Persian restaurant,117 Burnt Ash Rd,London,SE12 8RA,51.4509749,0.0126062,218,4.5,,ChIJyXMMEeip2EcRvD9OpWwqRWk,,,,,
KFC Downham,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",496 Bromley Rd,Bromley,BR1 4PB,51.4234668,-0.0035853,246,3.4,,ChIJfc_eUPwBdkgRQGGlEvqWzbg,,,,,
The Post Restaurant,Restaurant,30 Catford Broadway,London,SE6 4SN,51.4457024,-0.0205954,15,4.3,,ChIJJw-OQZ0DdkgRCBJFLZK8_Wo,The Post Restaurant,SE6 4SN,3,,
Smoke Pan,Caribbean restaurant,215 Bromley Rd,London,SE6 2PG,51.4338792,-0.0173073,82,4.1,,ChIJVVXaKxwCdkgRZ07tFbMe0Go,Smoke Pan,SE6 2PG,2,,
Turkuaz Restaurant,"Turkish restaurant, Mediterranean restaurant",163 Bromley Rd,London,SE6 2NZ,51.435341,-0.01762,908,4.4,,ChIJWT8hURkCdkgRexiVXmwjkWI,Turkuaz Restaurant,SE6 2NZ,AwaitingInspection,,
Mama's Pot,Fast food restaurant,2 Ringstead Rd,London,SE6 2BN,51.446633,-0.0182321,100,4,,ChIJnWyKqRYCdkgRzmAji82B1uw,,,,,
Fourteen 87 Restaurant & Cocktail Bar,"Restaurant, Bar, Event venue, Wedding venue",7 Catford Broadway,London,SE6 4SP,51.4450457,-0.0224239,338,4.6,,ChIJsXQwzY0DdkgRc1yHE4Ow4Sc,,,,,
Peking Diner,Chinese restaurant,71 Burnt Ash Ln,Bromley,BR1 5AA,51.4200478,0.0189448,429,4.2,,ChIJ-9uTXReq2EcRZ2s5dQhe_3w,Peking Diner,BR1 5AA,4,,
After Hours,Takeout Restaurant,471 Bromley Rd,Bromley,BR1 4PQ,51.4241945,-0.0035194,116,3.2,,ChIJG_WMEoMBdkgR4T16JSQJE2I,,,,,
Mekan Restaurant Bromley road,"Turkish restaurant, Bar, Bar & grill, Mediterranean restaurant",13 Bromley Rd,London,SE6 2TS,51.4435731,-0.020072,716,4.2,,ChIJ3SWQbh4CdkgRvsvtg0icdSY,,,,,
Katsu Shoku Catford,"Pan-Asian restaurant, Thai restaurant",10 Randlesdown Rd,London,SE6 3BT,51.4330558,-0.0185548,142,4.4,,ChIJAzZaTB4CdkgRvisRsMOcdiw,,,,,
Jerk Haven,Caribbean restaurant,120 Bromley Rd,London,SE6 2UN,51.4376438,-0.0191145,109,4.8,,ChIJ3bSxCrADdkgRB5qqwHX_bjo,Jerk Haven,SE6 2UN,4,,
McDonald's,"Fast food restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Delivery service, Diner, Hamburger restaurant, Restaurant",Old Bromley Rd,Bromley,BR1 4JY,51.4214295,-0.0026524,1855,3.4,,ChIJBzj61_wBdkgREhqUe4wkJA4,,,,,
Himalaya Indian Restaurant,"Takeout Restaurant, Asian restaurant, Indian restaurant, South Asian restaurant",393 Lewisham High St,London,SE13 6NZ,51.450817,-0.01661,86,4,,ChIJQRNVQhMCdkgRxJGEUhjKivY,,,,,
Tai Won Mein,Chinese restaurant,90-92 Rushey Grn,London,SE6 4HW,51.4473231,-0.0187903,528,4.1,,ChIJryE8PRQCdkgRF48gt5z8lx8,,,,,
Nicks Caribbean take away,Caribbean restaurant,203 High Street Harlesden,London,NW10 4TD,51.5335466,-0.2407814,16,4.6,,ChIJYQ5ARv8RdkgR17J8w_U_2TQ,,,,,
Bitoque Restaurant,Portuguese restaurant,214 High St,London,NW10 4SY,51.5337859,-0.2417491,61,4.6,,ChIJ-27iO48RdkgRhYSpPI40Glo,,,,,
