business_name,category_desc,street,city,post_code,latitude,longitude,reviews_count,review_score,hygiene_score,place_id,BusinessName,PostCode,RatingValue,compare_name,compare_post
Marios Pizza,"Pizza delivery, Pizza restaurant",691A High Rd,Ilford,IG3 8RH,51.5648536,0.1006851,478,3.9,,ChIJhWCM1i6k2EcRuOThWatjcdU,,,,,
New Master Chef,Chinese restaurant,190 Baker St,Enfield,EN1 3JY,51.6602563,-0.0795401,73,2.8,,ChIJm6n_-DgfdkgRfTi3VSKLHlc,,,,,
Tasty Gyros,"Fast food restaurant, Food and beverage exporter, Greek restaurant, Gyro restaurant",54 Church St,Enfield,EN2 6AX,51.6521353,-0.0852378,240,4.4,,ChIJRRv6DjcfdkgR_99zmP22ADg,Tasty Gyros,EN2 6AX,5,,
Roosters Piri Piri Enfield,"Fast food restaurant, Fried chicken takeaway",45 Church St,Enfield,EN2 6AJ,51.6523622,-0.0854147,337,4.2,,ChIJuz_3dA4fdkgR3-yNorIsiFY,,,,,
German Doner Kebab,"Kebab shop, Family restaurant, Fast food restaurant, Halal restaurant, Restaurant","1201, High Road Chadwell Heath",Romford,RM6 4AL,51.5706938,0.1290964,810,4.6,,ChIJW-sgoAWl2EcRTQpkOFtpadI,German Doner Kebab,RM6 4AL,5,,
Aksular Restaurant,"Turkish restaurant, Breakfast restaurant, Halal restaurant",510 Hertford Rd,Enfield,EN3 5SS,51.6668754,-0.0429615,1250,4.2,,ChIJZzCsmJ4fdkgRhTSW7587V8U,Aksular Restaurant,EN3 5SS,5,,
Friendship Chinese Take Away,"Chinese takeaway, Chinese restaurant, Takeout Restaurant",802 Green Ln,Dagenham,RM8 1YT,51.5617842,0.1240628,39,3.7,,ChIJ-wZWBEyk2EcRvsGlQkXrGsU,,,,,
Chaseside Indian Restaurant,Indian restaurant,135-137 Chase Side,Enfield,EN2 0PN,51.6595162,-0.0871709,256,4.3,,ChIJ3VblmzYfdkgRgRBTFfdm6-4,,,,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",693A High Road Ilford,London,IG3 8RH,51.5648829,0.1008433,285,3.8,,ChIJdy6Z-S6k2EcRs8bf-V_ZHok,Subway,IG3 8RH,5,,
Cee Bee,"Caribbean restaurant, Fast food restaurant",289 Hertford Rd,London,N9 7ES,51.6336957,-0.0537092,58,4.2,,ChIJme_00fsedkgRSKQuo-C-Jhg,,,,,
The Garden Fish Bar,"Fish & chips restaurant, Fast food restaurant, Fish and chips takeaway, Fish restaurant","285 Sandycombe Rd opposite, Lawn Cres",Richmond,TW9 3LU,51.4745274,-0.2864571,248,4.6,,ChIJZ06UktQNdkgRsnKOcQipN1U,The Garden Fish Bar,TW9 3LU,2,,
Antipodea Kew,"Australian restaurant, Breakfast restaurant, Brunch restaurant, Cafe, Lunch restaurant, Restaurant",9 Station Approach,Richmond,TW9 3QB,51.477683,-0.285879,698,4,,ChIJszXCJtQNdkgRpTgoIQtDyjI,,,,,
Curry Bae,"Indian restaurant, Caterer, Event venue, Indian takeaway",289 Sandycombe Rd,London,TW9 3LU,51.474661,-0.2863865,267,4.8,,ChIJr7dHUjUNdkgRk2rwt1JRr3I,Curry Bae,TW9 3LU,5,,
Speedo Pizza,"Pizza delivery, Dessert shop, Pasta shop, Pizza restaurant, Pizza Takeout",206 Green St,Enfield,EN3 7NB,51.6558586,-0.0386174,73,4.4,,ChIJkVqXYKQfdkgR_OUVsAzNj98,Speedo Pizza,EN3 7NB,3,,
The Beehive,"Pub, Bar & grill, Gastropub, Live music venue","The Beehive, 24 Little Bury St",London,N9 9JZ,51.6345448,-0.078192,553,4.4,,ChIJySeQ_toedkgRd8cR5eajXRM,,,,,
Sushi Daily,"Sushi takeaway, Japanese restaurant, Kiosk, Takeout Restaurant, Sushi restaurant",Lower Richmond Rd.,London,TW9 4LT,51.4667178,-0.2869513,2,3,,ChIJITAA67oNdkgRfQcyrCyH97k,,,,,
Morrisons Cafe,"Cafe, Breakfast restaurant, Cafeteria, Coffee stand, Food court, Lunch restaurant",327 Southbury Rd,Enfield,EN1 1TW,51.648465,-0.05741,22,2.7,,ChIJ6dATpdQfdkgRVCrWgHZTS2o,,,,,
Millennium Pizza Bar,"Pizza restaurant, Fast food restaurant, Food court, Hamburger restaurant, Lunch restaurant, Pizza Takeout, Soft drinks shop",205 Lower Richmond Rd.,London,SW15 1HJ,51.4683456,-0.2263805,145,4.2,,ChIJ8cfajgYPdkgRuwdbuzp3Ri8,,,,,
China Pearl,"Chinese restaurant, Takeout Restaurant, Restaurant",205 Sandycombe Rd,Richmond,TW9 2EW,51.4722427,-0.2868174,43,2.7,,ChIJl-ZlTisMdkgRTTB9-IGHJlc,China Pearl,TW9 2EW,5,,
Tanyas Fish Bar,"Fish & chips restaurant, Fast food restaurant, Takeout Restaurant",39B Barnes High St,London,SW13 9LN,51.4735979,-0.2508398,164,4.4,,ChIJHzblllgOdkgRRd41Z4Rvjnk,,,,,
The Tollgate,"Bar & grill, Bar, Breakfast restaurant, Family restaurant, Pub, Restaurant",High Rd,Romford,RM6 6QT,51.572514,0.1413473,463,3.9,,ChIJ5-bTw0ek2EcR0hRDIlQ9XEY,,,,,
Cafe Masala,"Indian restaurant, Asian restaurant, Bangladeshi restaurant, Bar & grill, Biryani restaurant, Cocktail bar, Fish and seafood restaurant, Halal restaurant, Indian takeaway, Vegetarian restaurant",113 Kew Rd,Richmond,TW9 2PN,51.4654415,-0.2994197,199,3.1,,ChIJX2F8MjEMdkgRscQzdM-RpfY,Cafe Masala,TW9 2PN,5,,
Fulham Tavern,"Restaurant, Bar, Pub",222 Munster Rd,London,SW6 6AY,51.4792611,-0.2113417,253,4.3,,ChIJz6dXppgPdkgRfT9ti8e-HOU,,,,,
Tops Pizza 7Kings,"Restaurant, Delivery service, Italian restaurant, Delivery Restaurant, Takeout Restaurant, Pizza restaurant, Pizza Takeout, Pizza delivery",760 High Rd,Ilford,IG3 8SY,51.5662283,0.1085252,260,3.9,,ChIJOSggXjCk2EcR4PLQIoAfON0,,,,,
Mien Tay Fulham Restaurant,Vietnamese restaurant,45 Fulham High St,London,SW6 3JJ,51.4703887,-0.2103862,240,4.2,,ChIJg6y_33QPdkgRBjgmAZPxR2g,,,,,
The Eva Hart,"Pub, Breakfast restaurant",1128 High Rd,Romford,RM6 4AH,51.5705815,0.1303557,1395,4.2,,ChIJZfZ0JVuk2EcR9TcTTDGCPKI,,,,,
Flour Water,Restaurant,162-164 Lower Richmond Rd.,London,SW15 1LY,51.4686228,-0.2260196,49,4.7,,ChIJpZzo9iMPdkgR9RKr0_HqZb0,,,,,
Pappa Ciccia Putney SW15,"Pizza delivery, Italian restaurant, Pizza restaurant, Pizza Takeout",96 Lower Richmond Rd.,London,SW15 1LN,51.4680385,-0.2219783,154,3.9,,ChIJjyhwqAgPdkgRUzmXK7bjKnk,,,,,
The Zero Restaurant,Indian restaurant,1 London Rd,Brentford,TW8 8JB,51.4823023,-0.3123947,238,4.5,,ChIJF4UoHLQNdkgR7rZpqWyZHrg,,,,,
Sushi54 Limited,"Sushi restaurant, Japanese restaurant, Takeout Restaurant",54 Lower Richmond Rd.,London,SW15 1JT,51.4675225,-0.2198913,61,4.3,,ChIJNW6YKgkPdkgRYphe4i-bOcQ,,,,,
Preto,"Brazilian restaurant, Steak house",31-33 Putney High St,London,SW15 1SP,51.4646368,-0.2147178,1300,4.1,,ChIJBxX-rw0PdkgRlO4JgrEN50U,,,,,
Patara Thai Restaurant Wimbledon,"Thai restaurant, Asian restaurant, Bar, Fine dining restaurant, Restaurant",18 High Street Wimbledon,London,SW19 5DX,51.4248442,-0.2169018,327,4.2,,ChIJ71qess4IdkgRFDpUwZDJZrU,,,,,
Desi Spice,"Indian takeaway, Indian restaurant",85A Penge Rd,London,SE20 7UN,51.4040818,-0.0684653,14,4.1,,ChIJBR91P30BdkgRp9T6fpqQrxA,Desi Spice,SE20 7UN,3,,
Samaia Georgian Restaurant,"Georgian restaurant, Bar",195 Castelnau,London,SW13 9ER,51.4854413,-0.23353,426,4.8,,ChIJxXnGi8cPdkgRKjHrxh8JcQ0,,,,,
Shirley Best Kebab,"Restaurant, Doner kebab restaurant, Fast food restaurant, Delivery Restaurant, Takeout Restaurant, Pizza Takeout",60 Shirley Rd,Croydon,CR0 7EP,51.3816761,-0.0635148,43,3.4,,ChIJ82KbMOQAdkgRbpcqmdxTbow,,,,,
Chakra Barnes,Indian restaurant,1 The Broadway,London,SW13 0NY,51.4703822,-0.2560995,78,4.2,,ChIJ3dtDhZ4PdkgRRQfkWwHKkWY,,,,,
Octagreen,"Mediterranean restaurant, Breakfast restaurant, Brunch restaurant, Cafe, Caterer, Coffee shop, Health food restaurant, Restaurant, Vegan restaurant, Vegetarian restaurant",85 Putney High St,London,SW15 1SR,51.4634863,-0.215595,340,4.3,,ChIJmfY2lQ0PdkgRh5XvQyrLnDs,,,,,
Tried & True,"Cafe, Bistro, Breakfast restaurant, Brunch restaurant",279 Upper Richmond Rd,London,SW15 6SP,51.4627938,-0.2263058,472,4.5,,ChIJ2RjP0AQPdkgRL1h35uffT0I,,,,,
Pizza Plus Pizza South Norwood,"Pizza Takeout, Takeout Restaurant, Pizza restaurant",2 High St,London,SE25 6EP,51.3983657,-0.0766572,66,3.5,,ChIJi8A9oyQBdkgRSVNOANCmh2M,,,,,
Perfect Fried Chicken,"Fried chicken takeaway, Chicken shop",43 Woodside Grn,London,SE25 5HQ,51.3869064,-0.070729,34,4,,ChIJWyJr0N8AdkgRqeyB1cBGRCI,Perfect Fried Chicken,SE25 5HQ,3,,
Selsea Fish & Lobster Co Ltd,"Seafood wholesaler, Exporter, Seafood restaurant","Parkway House, Sheen Ln",London,SW14 8LS,51.465185,-0.2666662,1,1,,ChIJBXFVV44OdkgRm4oyfRw0_Zw,,,,,
Delight Kebab,"Kebab shop, Fast food restaurant",31 Woodside Grn,London,SE25 5HQ,51.3866552,-0.0710346,113,4.4,,ChIJje3L298AdkgRVJPNA0bNbrY,Delight Kebab,SE25 5HQ,5,,
Orton Chinese Takeaway,"Chinese takeaway, Chinese restaurant","Orton Buildings, Portland Rd",London,SE25 4UD,51.3994095,-0.074269,19,2.9,,ChIJ6WEQ2CIBdkgRu9OEuElSvTw,Orton Chinese Takeaway,SE25 4UD,5,,
The Fish House,"Fish and chips takeaway, Diner, Fast food restaurant, Restaurant",297 Lower Addiscombe Rd,Croydon,CR0 6RE,51.381666,-0.070297,177,4.2,,ChIJixe4h90AdkgRhiXt1vZoaDM,,,,,
Yah,"Caribbean restaurant, Restaurant",442 Whitehorse Rd,London,CR7 8SB,51.3974118,-0.0925657,884,3.8,,ChIJqXCVJC0BdkgRFfC0wHLx0AU,,,,,
Azou Restaurant,"North African restaurant, Moroccan restaurant",375 King St,London,W6 9NJ,51.4933632,-0.2432057,388,4.6,,ChIJK6AT00kOdkgRoIMak0jpJQs,,,,,
Welcome Friends,"Takeout Restaurant, Chinese restaurant, Chinese takeaway, Fast food restaurant, Delivery Restaurant","Unit 4, Bingham Corner, 4 Lower Addiscombe Rd",Croydon,CR0 7AA,51.3799852,-0.0735286,82,4.1,,ChIJM3CZKNIAdkgRJ_q-C1ms7iQ,Welcome Friends,CR0 7AA,3,,
Sen Yai,"Thai restaurant, Asian fusion restaurant, Asian restaurant, Fast food restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant",173 Replingham Rd,London,SW18 5LY,51.4456507,-0.2007507,149,4.5,,ChIJ5cXYvUQPdkgR3ixkaWRpo4M,Sen Yai,SW18 5LY,1,,
Oriental Chef,"Chinese takeaway, Chinese restaurant, Delivery Chinese restaurant, Delivery Restaurant, Takeout Restaurant",42 London Rd,Enfield,EN2 6EF,51.6509383,-0.0801972,101,2.8,,ChIJSaL9JCUfdkgRAlletjHjebM,,,,,
Rocky Reef,"Fish and chips takeaway, Fast food restaurant",14 Bush Hill,London,EN1 2HB,51.6367653,-0.0811514,158,4.5,,ChIJvVQe7dkedkgREQaEAmg07qY,Rocky Reef,EN1 2HB,3,,
Spicy Affair,"West African restaurant, Fine dining restaurant, Indian restaurant, Indian takeaway, South Asian restaurant",162-164 Cherry Orchard Rd,Croydon,CR0 6BB,51.380083,-0.0868921,80,4.3,,ChIJ9W9sktEAdkgR44OmuACrhpY,,,,,
Ambrosia restaurant,"Restaurant, Cocktail bar, Seafood restaurant, Steak house",10 Station Rd,London,N21 3RB,51.6322964,-0.09564,314,4.3,,ChIJgcDVPy0ZdkgRWFUSWlj9crk,,,,,
Happy Dolphin,"Fish and chips takeaway, Fast food restaurant, Restaurant",66 Shirley Rd,Croydon,CR0 7EP,51.3815607,-0.0634103,103,4.3,,ChIJKRq0MeQAdkgRxCkeNa3s4xY,Happy Dolphin,CR0 7EP,5,,
Soffice,"Italian restaurant, Bakery, Breakfast restaurant, Cafe, Pasta shop, Pizza delivery, Pizza restaurant, Pizza Takeout, Restaurant, Sicilian restaurant",236 Upper Richmond Rd,London,SW15 6TG,51.4614034,-0.2190002,133,4.7,,ChIJaVIzB_UPdkgR93GKo7XZqrc,Soffice,SW15 6TG,4,,
Favorite Chicken & Ribs Croydon,"Fried chicken takeaway, Chicken restaurant, Fast food restaurant, Takeout Restaurant",319 Lower Addiscombe Rd,Croydon,CR0 6RF,51.3820685,-0.0696674,87,3.7,,ChIJ3x3kK9IAdkgRMkVBq9-oLCE,,,,,
Fiza Curry House,Indian restaurant,"Bush Hill Parade, 4, Bury St W",London,N9 9JS,51.6365321,-0.0809787,43,3.9,,ChIJHWfzLPEfdkgRUPqwrQHAnwk,Fiza Curry House,N9 9JS,3,,
Sodaeng Korean Restaurant,Korean restaurant,283 Putney Bridge Rd,London,SW15 2PT,51.4634968,-0.2116672,228,4.9,,ChIJhRD4g0oPdkgRdslIl2ITt2M,,,,,
Kervan Sofrasi Restaurant,Turkish restaurant,171 Hertford Rd,London,N9 7EP,51.630801,-0.055863,1132,4.4,,ChIJEbWff_oedkgR7aqkBxIJwz8,,,,,
MOOD In The Park Restaurant & Cocktail Bar,"Restaurant, Cocktail bar",Park Road Isleworth,Brentford,TW8 8JF,51.4795348,-0.315383,16,4.9,,ChIJZ0bN7DUNdkgRm1rujqsSoJU,,,,,
Twins Fish Bar,"Fish & chips restaurant, Fast food restaurant, Fish and chips takeaway",144 Percival Rd,Enfield,EN1 1QU,51.6470605,-0.0650425,130,4.8,,ChIJ_8ypVxkfdkgR4tmmaWnGZdM,Twins Fish Bar,EN1 1QU,3,,
culver nelson,"Deli, Cheese shop, Coffee shop, Gourmet grocery store, Greengrocer, Takeout Restaurant, Wine store",182 Upper Richmond Rd W,London,SW14 8AW,51.4651509,-0.262869,64,4.8,,ChIJZ2y4nXwPdkgREPi7r_SkPPs,,,,,
Pret A Manger,"Sandwich shop, Bakery, Bar, Breakfast restaurant, Coffee roasters, Coffee shop, Coffee store, Lunch restaurant, Salad shop",Great Cambridge Rd,London,EN1 1JD,51.6423749,-0.0614119,9,3.7,,ChIJVQ4bnbwfdkgRK-EZ-GVUZX8,,,,,
Library Pot,"Restaurant, Board game club, Coffee shop, Mahjong house, Cafe",86 Kew Rd,Richmond,TW9 2PQ,51.46584,-0.2983097,296,4.5,,ChIJ6zDJPjEMdkgRiVyUaMcV3VE,,,,,
New Hong Kong,"Chinese takeaway, Chinese restaurant, Delivery Restaurant, Takeout Restaurant",230 Baker St,Enfield,EN1 3JY,51.6608536,-0.0793009,74,3.9,,ChIJ5XXn9zgfdkgRvE5kMLXlTbs,,,,,
Mazhil Restaurant,"Turkish restaurant, Mediterranean restaurant, Restaurant","The Concourse, 20",London,N9 0TY,51.6249173,-0.0589656,193,3.9,,ChIJ35La9-0edkgRwYQYMx2nQ6E,Mazhil Restaurant,N9 0TY,2,,
Diba Persian Restaurant,"Persian restaurant, Takeout Restaurant",7 Paradise Rd,Richmond,TW9 1RX,51.4598183,-0.3033534,718,4.5,,ChIJHxs1z1UNdkgRnMhIGEmU3dk,,,,,
Taste Di Spice Caribbean Restaurant,Jamaican restaurant,58 Bounces Rd,London,N9 8HX,51.6282879,-0.0529124,63,4.1,,ChIJVwkl1fAedkgR4HiYcncjb58,,,,,
Maki & Bowl,"Poke bar, Hawaiian restaurant, Japanese curry restaurant, Sushi restaurant, Vegan restaurant, Vegetarian restaurant",1 Bridge St,Richmond,TW9 1TQ,51.458207,-0.3058067,230,4.4,,ChIJUbJ3QkcMdkgRbXOQkyy6N48,Maki & Bowl,TW9 1TQ,5,,
Zoey's Healthy Foods,Takeout Restaurant,Brick Ln,Enfield,EN1 3PP,51.6579671,-0.0560741,0,,,ChIJKWtBN-QfdkgRXtyjccXNKaA,,,,,
Chennai Spice Restaurant,"Sri Lankan restaurant, Indian restaurant, Restaurant",217 Hertford Rd,London,N9 7ER,51.6320128,-0.0550169,696,4.1,,ChIJF0noafoedkgRs9AHDa94QuU,,,,,
Marmaris Kebab House & Fishbar,"Turkish restaurant, Fast food restaurant, Kebab shop, Takeout Restaurant",339 Hertford Rd,London,N9 7ET,51.6352448,-0.0526261,109,3.9,,ChIJfZ9cWvkedkgRW_5HgBtfBeE,,,,,
The Vine Leaf,"Greek restaurant, Mediterranean restaurant",881 Green Lanes,London,N21 2QS,51.6349717,-0.0943459,216,4.7,,ChIJYXJ8S9MedkgRCNYoOqGFdss,The Vine Leaf,N21 2QS,4,,
Burlingtons,"Fish and seafood restaurant, Fish and chips takeaway, Seafood restaurant",53 Windmill Hill,Enfield,EN2 7AE,51.6538332,-0.0922953,158,3.8,,ChIJMyAL-jIfdkgRHY0bYzSDESo,,,,,
The Stag And Hounds,"Restaurant, Bar, Gastropub, Pub",371 Bury St W,London,N9 9JW,51.6354392,-0.0781821,877,4.1,,ChIJtcQD6NsedkgRMVZIXNGpG4E,The Stag And Hounds,N9 9JW,5,,
Sun Chuen,Chinese takeaway,135 Baker St,Enfield,EN1 3JR,51.6586099,-0.0797344,27,3.2,,ChIJ96tpjYsfdkgRXwlHzOnKFws,Sun Chuen,EN1 3JR,3,,
Anokhi Indian Fine Dine Restaurant,"Indian restaurant, Restaurant",757 Green Lanes,London,N21 3SA,51.6317464,-0.0957615,387,4.5,,ChIJjTHVJ3EZdkgR1vD_w7Xf9Ak,,,,,
Spice Of India,"Indian takeaway, Indian restaurant",524 Hertford Rd,Enfield,EN3 5SS,51.6673879,-0.0424487,40,4,,ChIJaTCsmJ4fdkgRI-I4caMGgMg,,,,,
The Grange Indian Restaurant,"Bangladeshi restaurant, Bar, Indian takeaway",23 The Grangeway,London,N21 2HD,51.6419632,-0.0963668,123,4.2,,ChIJn4mab9UYdkgRGigdettWX8A,,,,,
Lietuviski Kebabai Gabija,"Takeout Restaurant, Eastern European restaurant, Kebab shop, Lithuanian restaurant, Restaurant",657 High Rd,Ilford,IG3 8RG,51.5645602,0.0988086,12,4.1,,ChIJLVLvC_ql2EcRDF8x9irvtUI,,,,,
Robin Hood Fish Bar,"Fish & chips restaurant, Chicken wings restaurant, Doner kebab restaurant, Fast food restaurant, Fried chicken takeaway, Halal restaurant, Turkish restaurant",4 Lodge Ave,Dagenham,RM8 2JA,51.5513949,0.1135842,117,4.4,,ChIJpeeKY8ml2EcRvB6ZQJ_62ns,Robin Hood Fish Bar,RM8 2JA,AwaitingInspection,,
Sweets Town and Grill,"Dessert shop, Dessert restaurant, Frozen dessert supplier, Hamburger restaurant",1108 High Rd,Romford,RM6 4AD,51.5704788,0.1298354,214,3.7,,ChIJRW_t0dKl2EcReGg4YzgYx1s,,,,,
The Beacon Tree,"Bar & grill, Pub",Green Ln,Dagenham,RM8 1DJ,51.5613886,0.1416784,409,4.2,,ChIJ3UynRP-k2EcRxbOmye8FcXg,,,,,
Indiano Pizza,"Pizza delivery, Fast food restaurant, Delivery Restaurant, Takeout Restaurant, Pizza restaurant",740 Green Ln,Dagenham,RM8 1YX,51.5625199,0.1210037,128,4,,ChIJZyZ2fEmk2EcR6TYO8HVfQuk,Indiano Pizza,RM8 1YX,4,,
The Best Kebab House,"Kebab shop, Takeout Restaurant",1098 High Rd,Romford,RM6 4AB,51.5703988,0.1293737,141,4.2,,ChIJVbul1ESk2EcRnin01aHTTL0,The Best Kebab House,RM6 4AB,3,,
Fu Min,"Chinese takeaway, Chinese restaurant",Wood Ln,Essex,RM9 5SL,51.5517638,0.1311992,137,4.2,,ChIJbRpW362l2EcRWgf5H0BdtJQ,Fu Min,RM9 5SL,5,,
Metro Cafe,"Restaurant, Cafe",500 High Rd,Ilford,IG1 1UE,51.5626753,0.0913996,95,4.7,,ChIJu6dnLIKm2EcR4EzawlTlg4Y,Metro Cafe,IG1 1UE,5,,
Star Pizza & Kebab,"Pizza delivery, Doner kebab restaurant, Fried chicken takeaway, Hamburger restaurant",23 High Rd,Romford,RM6 6PU,51.5710306,0.1310607,96,2.7,,ChIJp7SrKcik2EcRcXBjQNxB4W8,,,,,
Asiatique,Indian restaurant,501 High Rd,Ilford,IG1 1TZ,51.5623874,0.0888411,199,4.4,,ChIJ3Rx4zCin2EcRE7Xj3Fm3j2s,Asiatique,IG1 1TZ,4,,
Masala Hut,"Kashmiri restaurant, Asian restaurant, Takeout Restaurant, South Asian restaurant",328 Ley St,Ilford,IG1 4AF,51.5650012,0.0837451,85,4.4,,ChIJ0UxGdYWm2EcRDN8IStYkv7M,Masala Hut,IG1 4AF,3,,
Mccaffertys Bar & Guest House,"Irish pub, Beer hall, Guest house, Irish goods store, Irish restaurant, Live music bar, Live music venue, Pub, Sports bar",699 High Rd,Ilford,IG3 8RH,51.564962,0.101204,893,4.4,,ChIJZThGJy-k2EcRnZuEPZPDPtg,,,,,
Tabla Restaurant,Indian restaurant,"Ground Floor, High Rd, 300 - 310 Front",Ilford,IG1 1QW,51.5602778,0.0811111,307,3.9,,ChIJ1b3ekYim2EcRMzz58GqZfdA,,,,,
Chutney Chat,Bangladeshi restaurant,171 High Rd,Romford,RM6 6NL,51.5721766,0.138332,36,4.6,,ChIJ4ZTnWNil2EcRPyOwfjb38Fk,,,,,
Gabija,"Takeout Restaurant, Charcuterie, Convenience store, Dairy, Eastern European restaurant, Kebab shop, Lithuanian restaurant, Meat products store, Russian grocery store",657 High Rd,Ilford,IG3 8RG,51.5645602,0.0988086,77,4.5,,ChIJlVQ0Iimk2EcRRauVFEgoBIc,,,,,
The Golden Fish,"Fish & chips restaurant, Fast food restaurant, Fish and chips takeaway, Fish and seafood restaurant",767 Becontree Ave,Dagenham,RM8 3HH,51.5607556,0.146918,503,4.4,,ChIJrZlknv6k2EcRirqtZwFVBI0,,,,,
Regina Pizza,"Pizza Takeout, Pizza restaurant, Restaurant",309 Lower Addiscombe Rd,Croydon,CR0 6RF,51.3818754,-0.0699072,110,4,,ChIJR0T-YucAdkgRp8O5GwYl6cE,Regina Pizza,CR0 6RF,5,,
Communitea Cafe,"Cafe, Coffee shop, Health food store, Organic shop, Vegan restaurant, Vegetarian cafe and deli",80 High St,London,SE25 6EA,51.3985819,-0.0758305,128,4.9,,ChIJtZGplAQBdkgRxVHOovrYtQ8,,,,,
Rezala,"Indian takeaway, Indian restaurant",197 Lower Addiscombe Rd,Croydon,CR0 6RA,51.3795691,-0.0747362,11,3.9,,ChIJV56UvtwAdkgR0S16aRHKkK0,,,,,
KFC Croydon,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",253 Lower Addiscombe Rd,Croydon,CR0 6RD,51.3807148,-0.0721666,492,3,,ChIJwX0LBt0AdkgRPHCRrykVdQc,,,,,
zoyia kitchen,"Restaurant, Asian restaurant, Halal restaurant, Pakistani restaurant",24 Avenue Rd,London,SE25 4DX,51.4058812,-0.0754256,4,5,,ChIJ-dumBogBdkgRonSxeLP3TP4,,,,,
Dans Garden Chinese,"Chinese takeaway, Chinese restaurant",58 Shirley Rd,Croydon,CR0 7EP,51.3817918,-0.0635014,38,3.8,,ChIJMwieOuQAdkgRZsi_ov184rs,,,,,
Ossies Fish & Chips,"Fish & chips restaurant, Fast food restaurant, Fish and chips takeaway",189 Lower Addiscombe Rd,Croydon,CR0 6RA,51.3794609,-0.07503,513,4.5,,ChIJ0Sh4vNwAdkgRUsiu7Eu0ZBE,,,,,
Blue Sea Fish Bar,Fish and chips takeaway,81 Elmers End Rd,London,SE20 7UU,51.4057529,-0.0569133,162,4.3,,ChIJcaPqwQ0BdkgRmEA5JW4FOxg,Blue Sea Fish Bar,SE20 7UU,5,,
Jam Rock Restaurant & Bar,Jamaican restaurant,9-11 Woodville Rd,Thornton Heath,CR7 8LH,51.3993763,-0.0978673,164,4.2,,ChIJNRRPi80GdkgRMki2GYz1WoQ,,,,,
Jamaican Vibes Jerk Restaurant and Sea Food,Restaurant,46 Lower Addiscombe Rd,Croydon,CR0 6AA,51.3804207,-0.0874669,22,4.4,,ChIJTy5swVIBdkgRnhhcIsRM7WI,,,,,
Buckys Restaurant,West African restaurant,35 Whitehorse Ln,London,SE25 6RD,51.3983447,-0.0908834,95,4.7,,ChIJPb-12bQBdkgRprfbyLKjGFE,,,,,
Harvester Royal Hanwell,"Restaurant, Bar, Breakfast restaurant, British restaurant, English restaurant, Family restaurant, Takeout Restaurant, Pub",Boston Rd,London,W7 2AX,51.4983005,-0.3265767,1795,4.2,,ChIJax29lJgNdkgRwyeuoY7nyBc,Harvester Royal Hanwell,W7 2AX,5,,
Wild West Grill,Restaurant,109 Uxbridge Rd,London,W7 3ST,51.5088757,-0.3361214,108,4.2,,ChIJSfUM-nsNdkgRDFwr-EDH0jY,Wild West Grill,W7 3ST,4,,
Ran Thai Restaurant,Thai restaurant,134 Uxbridge Rd,London,W7 3SL,51.5086111,-0.3386111,360,4.6,,ChIJpRqJd3sNdkgRYJZ__gHz9K4,Ran Thai Restaurant,W7 3SL,3,,
Nuki's Kitchen,Thai restaurant,58 Northfield Ave,London,W13 9RR,51.5040955,-0.3184075,471,4.5,,ChIJuyWjUoUNdkgRiKTHcFC54LQ,Nuki's Kitchen,W13 9RR,5,,
Roti Kitchen,"Caribbean restaurant, Delivery service, Fast food restaurant, Halal restaurant, Takeout Restaurant",6 Leeland Rd,London,W13 9HH,51.5097837,-0.3232716,257,4.5,,ChIJ2QhPrIYNdkgRWyw9Rb1C98w,Roti Kitchen,W13 9HH,4,,
Umami,Japanese restaurant,146-152 Boston Rd,London,W7 2HJ,51.5037079,-0.333364,95,4.2,,ChIJW2MfGPsNdkgRtYpjnHNbGDI,,,,,
Nepal Restaurant,"Indian restaurant, Caterer, Diner, Fine dining restaurant, Indian takeaway, Nepalese restaurant","23, Boston Parade",London,W7 2DG,51.4972892,-0.3260135,279,4.6,,ChIJeXVh9J4NdkgR8lFSyRuVwiQ,,,,,
Somyem,Family restaurant,"15, Broadway Buildings, Boston Rd",London,W7 3TT,51.5081822,-0.3379681,6,3.7,,ChIJGc8vfW0NdkgRcHugU6F0pxc,,,,,
L'oro di Napoli Hanwell,"Neapolitan restaurant, Italian restaurant, Restaurant",217 Uxbridge Rd,London,W7 3TH,51.5083923,-0.3413335,647,4.6,,ChIJo5DNTHsNdkgRlcvcTbOVTh4,,,,,
Lina's Grill,"Lebanese restaurant, Grill, Falafel restaurant, Halal restaurant, Kebab shop, Takeout Restaurant, Shawarma restaurant, Vegetarian restaurant",99 Uxbridge Rd,London,W7 3ST,51.5089366,-0.3357037,257,4.9,,ChIJ7dkQAaMNdkgRDnPV4ttZ49I,Lina's Grill,W7 3ST,4,,
Foodyz,West African restaurant,513 Abbey Wood Rd,London,SE2 9HA,51.489917,0.1216073,10,4,,ChIJxWslAiuv2EcRhLRa812efVY,,,,,
